"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"""
3.813675263E0,2.222775221E0,2.443823814E0,-6.627229452E-1
3.823695784E0,1.552566528E0,2.565104485E0,-1.612020016E0
3.833697242E0,1.299260378E0,2.681124687E0,-2.091673851E0
3.843717763E0,1.169327855E0,2.603117943E0,-1.960852981E0
3.853738336E0,8.030160666E-1,2.369615555E0,-1.535468459E0
3.863776929E0,3.482645750E-1,2.359264374E0,-1.286800504E0
3.873797502E0,3.239202499E-2,2.197433472E0,-1.003631115E0
3.883818075E0,-2.679777145E-1,1.515317917E0,-5.964869261E-1
3.893845679E0,-8.035826683E-1,7.465515137E-1,-6.464960575E-1
3.903866252E0,-8.987584114E-1,2.867946625E-1,-8.375905752E-1
3.913886825E0,-1.917870045E-1,-1.061868668E-1,-4.455965757E-1
3.923894221E0,6.008418798E-1,-6.112155914E-1,3.331259489E-1
3.933914794E0,1.096430063E0,-1.306183338E0,1.002225041E0
3.943935367E0,1.558927536E0,-1.852389336E0,1.182363272E0
3.953964742E0,2.300745010E0,-2.198935509E0,7.921127677E-1
3.963985315E0,3.138201714E0,-2.166404724E0,3.126295805E-1
3.974005888E0,3.748188257E0,-2.090840816E0,-1.332993507E-1
3.983990575E0,4.048274994E0,-2.094597816E0,-3.422160149E-1
3.994011096E0,3.802394867E0,-2.050959110E0,-1.300014257E-1
4.004031669E0,3.203893185E0,-1.856472492E0,1.256690025E-1
4.014083596E0,2.393737793E0,-1.559917450E0,1.502410173E-1
4.024104117E0,1.535588741E0,-1.188345432E0,1.052318811E-1
4.034124742E0,6.779145002E-1,-8.229227066E-1,1.554268599E-1
4.044108231E0,-1.398807168E-1,-4.338846207E-1,2.132724524E-1
4.054128752E0,-8.628476858E-1,-3.515243530E-3,3.228993416E-1
4.064149325E0,-1.485480428E0,4.356536865E-1,6.132665873E-1
4.074195888E0,-1.992311835E0,7.317037582E-1,8.199708462E-1
4.084216409E0,-2.253766060E0,7.642536163E-1,6.828655005E-1
4.094236981E0,-2.221811295E0,7.065763474E-1,3.618292809E-1
4.104236304E0,-1.999993086E0,6.812400818E-1,3.223811388E-1
4.114256825E0,-1.681179047E0,7.482976913E-1,3.480315208E-1
4.124277450E0,-1.333057284E0,1.127335548E0,1.698058844E-1
4.134298179E0,-1.073009491E0,1.582784653E0,-2.975928783E-1
4.144318700E0,-9.826767445E-1,1.537289619E0,-8.639578819E-1
4.154339273E0,-9.462354183E-1,1.129180908E0,-7.281725407E-1
4.164374638E0,-1.225819349E0,8.649616241E-1,-1.046441793E-1
4.174395211E0,-1.907237291E0,6.889324188E-1,1.270922422E-1
4.184415784E0,-2.692291260E0,4.023075104E-1,1.443141699E-1
4.194420471E0,-3.482452393E0,-1.055889130E-1,3.681589961E-1
4.204440992E0,-4.027736187E0,-6.427001953E-1,3.599892259E-1
4.214461617E0,-4.170350075E0,-1.071042538E0,1.859455705E-1
4.224496877E0,-4.430907249E0,-1.228838921E0,-7.976114750E-2
4.234517450E0,-4.809358120E0,-1.161837101E0,-5.783180594E-1
4.244538023E0,-4.966291428E0,-9.600787163E-1,-8.899045587E-1
4.254536877E0,-4.880512238E0,-4.900913239E-1,-1.400153875E0
4.264557398E0,-5.091007233E0,-3.477001190E-1,-2.143563747E0
4.274578023E0,-6.664549828E0,-7.232394218E-1,-2.587810755E0
4.284608856E0,-8.417803764E0,-1.184383869E0,-4.267149925E0
4.294629429E0,-5.636156082E0,-2.654514313E-1,-4.402967453E0
4.304650002E0,-9.979407787E-1,2.807777405E0,1.134104013E0
4.314675784E0,2.208066225E0,7.061985970E0,8.320087433E0
4.324696356E0,3.958145618E0,9.055884361E0,8.656088829E0
4.334716929E0,3.747931957E0,6.035434723E0,1.887481213E0
4.344699638E0,2.353366852E0,8.937406540E-1,-1.917328715E0
4.354720159E0,8.860538006E-1,-8.314323425E-1,8.129918575E-2
4.364740731E0,-7.579449415E-1,-1.299217224E0,1.142148376E0
4.374779586E0,-1.842821956E0,-1.673109055E0,4.137496352E-1
4.384800159E0,-1.694803119E0,-1.586349487E0,-3.120986223E-1
4.394820731E0,-1.186542034E0,-1.051916599E0,-1.159012914E0
4.404845731E0,-1.449369192E0,2.182826996E-1,-2.402709484E0
4.414866304E0,-2.632622242E0,1.307932854E0,-3.372985601E0
4.424886825E0,-4.842554092E0,2.128491402E0,-3.436453104E0
4.434895992E0,-6.797006607E0,2.322413445E0,-2.833972454E0
4.444916565E0,-7.277677536E0,1.383902550E0,-1.717289567E0
4.454937138E0,-5.949670792E0,2.568807602E-1,4.956841469E-2
4.464948909E0,-3.850305557E0,4.159355164E-2,1.507081866E0
4.474969481E0,-1.796723366E0,3.163185120E-1,2.117519855E0
4.484990054E0,4.432940483E-1,2.564048767E-1,2.026157856E0
4.495013284E0,2.493704796E0,-8.678436279E-3,8.858587742E-1
4.505033856E0,3.774919987E0,-5.282039642E-1,-1.268689990E0
4.515054429E0,4.230651855E0,-5.757112503E-1,-2.736207962E0
4.525070523E0,3.736651897E0,-1.346130371E-1,-2.590190887E0
4.535090836E0,2.711880684E0,-2.136859894E-1,-1.831906915E0
4.545111148E0,1.431981325E0,-5.589284897E-1,-1.234523416E0
4.555140731E0,-9.164404869E-2,-6.228408813E-1,-1.151791096E0
4.565161044E0,-1.449360251E0,-3.120517731E-1,-1.226182580E0
4.575181356E0,-2.499043465E0,1.975069046E-1,-7.622544765E-1
4.585175731E0,-3.173846245E0,7.915105820E-1,-4.606982470E-1
4.595196044E0,-3.033970356E0,1.031815529E0,-4.494571686E-1
4.605216409E0,-2.248095751E0,8.487186432E-1,-2.261475325E-1
4.615262242E0,-1.207180738E0,4.255161285E-1,1.141022444E-1
4.625282554E0,9.349882603E-3,1.316928864E-2,9.014475346E-2
4.635302867E0,1.023458242E0,-2.239103317E-1,-1.273355484E-1
4.645311721E0,1.919381142E0,-3.700361252E-1,-8.438503742E-2
4.655332034E0,2.830991268E0,-4.518737793E-1,9.099334478E-1
4.665352346E0,3.345515490E0,-7.249794006E-1,1.091414094E0
4.675372763E0,3.655588627E0,-1.104836941E0,2.268954515E-1
4.685393075E0,3.606277943E0,-1.199065208E0,-1.218407154E-1
4.695413388E0,2.972169161E0,-8.364562988E-1,-2.790858746E-1
4.705448596E0,1.668423176E0,-3.193206787E-1,-8.912243843E-1
4.715468856E0,3.662343621E-1,3.155803680E-2,-7.816329002E-1
4.725489169E0,-6.463614702E-1,2.284841537E-1,1.211296320E-1
4.735480575E0,-1.430351853E0,2.317514420E-1,1.389403343E-1
4.745500888E0,-2.257514477E0,4.941940308E-1,3.544521332E-2
4.755521200E0,-1.804805994E0,6.283168793E-1,2.632929087E-1
4.765550471E0,-6.373239160E-1,1.681327820E-2,-1.946326494E-1
4.775570784E0,-1.523966789E-1,-1.568918228E-1,-5.092202425E-1
4.785591096E0,-4.488718510E-2,-7.171630859E-4,-3.580091000E-1
4.795607294E0,1.849530488E-1,-9.471797943E-2,-1.036286354E-1
4.805627606E0,1.689975709E-1,-3.922176361E-2,-1.081302166E-1
4.815647919E0,2.704669237E-1,1.889419556E-2,-3.538447618E-1
4.825644846E0,7.972593307E-1,-4.033021927E-1,-2.128791809E-2
4.835665159E0,7.952141762E-1,-5.349102020E-1,-1.780754328E-1
4.845685471E0,5.212369561E-1,-1.180324554E-1,-3.726414442E-1
4.855718909E0,4.090688825E-1,2.002782822E-1,-1.733820438E-1
4.865739221E0,3.658213913E-1,2.952680588E-1,-5.943622589E-1
4.875759534E0,4.926516414E-1,2.418889999E-1,-1.073276877E0
4.885772659E0,7.199515700E-1,2.561197281E-1,-8.231832981E-1
4.895792971E0,9.091602564E-1,3.380317688E-1,-3.106817007E-1
4.905813284E0,1.078517556E0,2.341785431E-1,-1.819908619E-1
4.915831409E0,1.424427509E0,6.007766724E-2,1.949214935E-2
4.925851721E0,1.507179737E0,2.414760590E-1,-6.602311134E-2
4.935872034E0,1.366109252E0,8.678674698E-1,6.996095181E-2
4.945879325E0,1.213209033E0,1.367000580E0,6.322952509E-1
4.955899638E0,1.256207705E0,1.495765686E0,1.042099476E0
4.965919950E0,1.552985907E0,1.485122681E0,1.395636082E0
4.975954221E0,1.956752062E0,1.281290054E0,1.394069314E0
4.985974534E0,2.381016493E0,1.059280396E0,7.514474988E-1
4.995994846E0,2.873260498E0,9.362382889E-1,1.227507591E-1
5.006000106E0,3.581130028E0,8.260364532E-1,-2.138674259E-1
5.016020419E0,4.380626202E0,8.706369400E-1,-2.565397024E-1
5.026040731E0,5.181888103E0,9.160690308E-1,-3.498607874E-1
5.036078700E0,6.146936893E0,8.247728348E-1,-1.063666701E0
5.046098909E0,7.429174423E0,9.962081909E-1,-1.685444355E0
5.056119117E0,9.070033073E0,1.644357681E0,-8.699936867E-1
5.066127971E0,1.064966393E1,2.295691490E0,3.687750101E-1
5.076148231E0,1.104145432E1,2.956293106E0,-2.233341932E-1
5.086168440E0,1.077207184E1,4.160028458E0,-1.729714870E-2
5.096198544E0,9.894056320E0,4.941412926E0,2.695555687E-1
5.106218752E0,7.861177444E0,5.391368866E0,-8.041226864E-2
5.116238961E0,4.703371525E0,5.142768860E0,-4.254258871E-1
5.126261044E0,1.506647110E0,4.343510628E0,-1.587801456E0
5.136281252E0,8.376431465E-1,4.213487625E0,-2.296927929E0
5.146301461E0,2.425357580E0,3.819586754E0,-2.273682594E0
5.156308648E0,3.005410671E0,3.746746540E0,-1.540093660E0
5.166328856E0,1.710369587E0,3.369962692E0,-8.400397301E-1
5.176349065E0,-2.713541985E-1,3.044458866E0,-1.619271398E0
5.186354481E0,-2.249333382E0,3.039519787E0,-2.632258892E0
5.196374690E0,-3.562705040E0,3.170863628E0,-3.188025713E0
5.206394898E0,-3.319333076E0,3.070341587E0,-2.224832058E0
5.216415836E0,-9.888505936E-1,1.760102272E0,-9.301168919E-1
5.226436044E0,1.360227108E0,8.396129608E-1,-3.507792950E-1
5.236456252E0,1.956251144E0,6.027936935E-2,2.641987801E-2
5.246483023E0,2.485882044E0,-9.136500359E-1,9.260694981E-1
5.256503231E0,3.671164751E0,-1.574662209E0,1.141447067E0
5.266523440E0,4.907053947E0,-2.132245064E0,7.588354349E-1
5.276544325E0,5.979887009E0,-2.816123962E0,-4.154875278E-1
5.286564534E0,6.579156399E0,-3.574967146E0,-1.800780296E0
5.296584742E0,6.205549717E0,-3.659415960E0,-2.119117975E0
5.306593127E0,4.928840637E0,-3.379349232E0,-1.722957611E0
5.316613388E0,3.562740803E0,-3.149234772E0,-8.913838863E-1
5.326633596E0,2.118908405E0,-2.848454952E0,7.663416862E-2
5.336667971E0,7.206568718E-1,-2.477772236E0,4.277815819E-1
5.346688179E0,-4.001641273E-1,-2.358159065E0,1.102733612E-1
5.356708388E0,-1.421202660E0,-2.472513676E0,-3.650116920E-2
5.366731773E0,-2.587971687E0,-2.314503193E0,2.338187695E-1
5.376751981E0,-3.594251394E0,-1.872627735E0,6.033880711E-1
5.386772190E0,-4.060822964E0,-1.422197819E0,1.076666474E0
5.396776721E0,-3.966825247E0,-9.500765800E-1,1.564776421E0
5.406796929E0,-3.409605265E0,-7.709741592E-1,1.746685028E0
5.416817138E0,-3.027449131E0,-1.188648224E0,1.788900018E0
5.426857606E0,-2.213127136E0,-1.608615398E0,1.799022794E0
5.436877815E0,-1.554252505E0,-1.988914013E0,1.340632200E0
5.446898023E0,-1.370628834E0,-2.025562763E0,7.408446074E-1
5.456901513E0,-1.343566895E0,-1.685255527E0,1.781210899E-1
5.466921721E0,-1.624242187E0,-8.194541931E-1,9.158420563E-2
5.476941929E0,-2.041344881E0,1.010492325E0,6.600888968E-1
5.486955106E0,-2.707339048E0,3.497137070E0,7.800824642E-1
5.496975315E0,-3.624217033E0,5.442635536E0,-7.082501650E-1
5.506995523E0,-3.950479031E0,5.771973610E0,-2.362494946E0
5.517030523E0,-4.174047947E0,4.745140076E0,-2.586626053E0
5.527050731E0,-6.025638580E0,4.116983414E0,-2.523862839E0
5.537070940E0,-8.417134285E0,3.956181526E0,-1.845871806E0
5.547082450E0,-9.799510956E0,3.499711037E0,1.848545074E-1
5.557102554E0,-1.048552322E1,2.802803993E0,1.119466305E0
5.567122659E0,-1.108808327E1,2.431282997E0,-6.910247803E-1
5.577147242E0,-1.030264759E1,1.800244331E0,-2.870463371E0
5.587167346E0,-7.248132706E0,5.419759750E-1,-5.668977499E-1
5.597187450E0,-4.999294281E0,-8.158674240E-1,1.767116904E0
5.607196669E0,-4.549251080E0,-2.187599182E0,3.673805594E-1
5.617216773E0,-5.223491669E0,-3.244264126E0,-1.478575468E0
5.627236877E0,-6.315824986E0,-2.369404793E0,-1.834287643E0
5.637249273E0,-6.829004288E0,5.727434158E-1,-2.488378763E0
5.647269377E0,-2.383524418E0,4.457623482E0,-3.197222471E0
5.657289481E0,5.112286091E0,8.590209961E0,3.143571377E0
5.667318127E0,9.319327354E0,1.391031075E1,1.861607552E1
5.677338231E0,8.659164429E0,1.712749290E1,1.023913383E1
5.687358336E0,3.320271969E0,8.096438408E0,-6.029170990E0
5.697366148E0,-2.920832634E0,-3.650429726E0,-6.115147591E0
5.707386252E0,-6.179495335E0,-6.234385490E0,-4.802422047E0
5.717406356E0,-7.618570328E0,-6.137118340E0,-6.577672958E0
5.727436356E0,-9.068674088E0,-6.630129337E0,-6.936361790E0
5.737456461E0,-9.797665596E0,-6.500174999E0,-4.150666237E0
5.747476565E0,-8.968639374E0,-2.175729752E0,-2.599506140E0
5.757497346E0,-8.032033920E0,2.420132637E0,-4.076213837E0
5.767517450E0,-9.577231407E0,4.800501823E0,-1.497420907E0
5.777537554E0,-1.142652512E1,6.703003883E0,4.382061005E0
5.787547711E0,-5.557185173E0,2.577746391E0,4.702314377E0
5.797567815E0,2.453337908E-1,-8.419704437E-1,3.138221741E0
5.807587919E0,3.033505440E0,-1.254796505E0,2.016139507E0
5.817666565E0,4.229023933E0,-7.098569870E-1,2.745271921E-1
5.827686669E0,4.174917698E0,-4.369201660E-1,-2.066488266E0
5.837706773E0,2.578198433E0,-4.500036240E-1,-3.506684303E0
5.847674742E0,-1.385733485E-1,-2.373323441E-1,-2.484942675E0
5.857694846E0,-1.651008129E0,-2.723436356E-1,-1.288216829E0
5.867714950E0,-2.292533636E0,-2.880764008E-2,-4.149670601E-1
5.877717711E0,-2.831405878E0,4.602098465E-1,-1.143310070E-1
5.887737815E0,-2.556516647E0,7.427988052E-1,-1.975551844E-1
5.897757919E0,-1.369291902E0,6.001729965E-1,1.213717461E-2
5.907796096E0,-3.464630544E-1,1.095857620E-1,-8.398818970E-2
5.917816200E0,1.008518115E-1,-2.099933624E-1,-4.212847948E-1
5.927836304E0,2.935206592E-1,-1.991176605E-1,-2.425333261E-1
5.937840367E0,6.593031287E-1,-1.887416840E-2,1.751245260E-1
5.947860471E0,1.233719110E0,1.346702576E-1,3.304380178E-1
5.957880575E0,1.799824715E0,1.114854813E-1,5.379366875E-2
5.967903909E0,1.980128288E0,5.506038666E-2,-4.284160137E-1
5.977924013E0,1.197221994E0,1.585073471E-1,-6.356892586E-1
5.987944117E0,-1.801345050E-1,3.432683945E-1,-3.907574415E-1
5.997957034E0,-3.174692094E-1,-5.199623108E-2,-2.039781809E-1
6.007977138E0,5.937285423E-1,-4.699916840E-1,-6.337428093E-1
6.017997242E0,3.367262781E-1,-3.635759354E-1,-2.191244364E-1
6.028046877E0,1.056678414E0,-4.306039810E-1,1.662969589E-4
6.038066981E0,1.359109998E0,-5.900154114E-1,-8.289933205E-3
6.048087086E0,1.688345551E0,1.237869263E-3,-6.455928087E-1
6.058085784E0,1.989758015E0,1.508445740E-1,-1.028326750E0
6.068105784E0,7.204106450E-1,1.086502075E-1,4.243754148E-1
6.078125836E0,-3.090622425E-1,7.604122162E-2,9.921974540E-1
6.088159169E0,-5.404065251E-1,1.752996445E-1,1.459191799E0
6.098179169E0,2.365920544E-1,2.425680161E-1,1.670695543E0
6.108199169E0,1.319852829E0,3.565139771E-1,3.481510878E-1
6.118207294E0,1.878910303E0,4.857206345E-1,-8.027226925E-1
6.128227294E0,1.911741495E0,3.477573395E-1,-1.193263888E0
6.138247346E0,1.449896216E0,4.731855392E-1,-1.863380909E0
6.148269794E0,6.874402761E-1,7.394676208E-1,-1.383012533E0
6.158289794E0,1.380417347E-1,9.008378983E-1,3.270789385E-1
6.168309846E0,1.196681261E-1,1.032647133E0,7.693934441E-1
6.178317450E0,5.570925474E-1,1.412036896E0,4.119153023E-1
6.188337450E0,1.003583074E0,1.695928574E0,-2.548819780E-1
6.198357450E0,1.272927046E0,1.827064514E0,-9.236645699E-1
6.208384638E0,1.721820116E0,1.935393333E0,-7.543460131E-1
6.218404638E0,2.423723698E0,2.033841133E0,-2.733770609E-1
6.228424638E0,3.255843163E0,1.983072281E0,1.425621510E-1
6.238451565E0,4.125123978E0,1.784585953E0,3.145744801E-1
6.248471565E0,5.157670021E0,1.639938354E0,6.609534025E-1
6.258491565E0,6.473803520E0,1.431016922E0,9.226767421E-1
6.268507554E0,7.432616234E0,1.355699539E0,1.065203309E0
6.278527554E0,8.225517273E0,1.702284813E0,1.117624640E0
6.288547606E0,8.828527451E0,2.389435768E0,6.499731541E-1
6.298562190E0,9.383832932E0,3.483226776E0,-1.747971773E-1
6.308582190E0,1.064550018E1,4.845193863E0,2.231154442E-1
6.318602190E0,1.190237141E1,5.598721504E0,1.270468950E0
6.328616773E0,1.180312729E1,5.239800453E0,9.441903234E-1
6.338636773E0,1.019118118E1,4.814168930E0,1.541996002E-1
6.348656825E0,7.251066208E0,4.687819958E0,-2.688291073E-1
6.358697242E0,3.922138691E0,4.715328217E0,-6.287199259E-1
6.368717242E0,8.581991196E-1,5.099503517E0,-1.855059743E0
6.378737242E0,-1.565243721E0,5.337121964E0,-3.097375631E0
6.388737086E0,-3.816582203E0,4.695035458E0,-3.194274664E0
6.398757086E0,-6.157088280E0,3.792634964E0,-4.172770023E0
6.408777138E0,-6.943916798E0,3.822120190E0,-4.705937862E0
6.418797450E0,-5.245517254E0,5.612291813E0,-2.511280775E0
6.428817450E0,1.265481949E0,4.847447872E0,2.164575815E0
6.438837502E0,5.643052578E0,1.857987404E0,4.287218571E0
6.448864117E0,7.619698524E0,-1.957135201E-1,2.584083080E0
6.458884117E0,9.105662346E0,-2.129343033E0,-4.347276688E-2
6.468904117E0,8.912406921E0,-3.962672710E0,-2.336525679E0
6.478931981E0,7.121078014E0,-5.328013420E0,-3.331526279E0
6.488951981E0,4.538156033E0,-5.367325783E0,-2.275283098E0
6.498971981E0,2.131613016E0,-4.452197552E0,-1.653072834E-1
6.508968284E0,5.413937569E-1,-3.020673752E0,1.011085272E0
6.518988284E0,-5.692911148E-1,-1.725635052E0,6.396355629E-1
6.529008336E0,-1.465196609E0,-3.792934418E-1,-9.529566765E-2
6.539032138E0,-2.146026134E0,8.434758186E-1,-4.370970726E-1
6.549052190E0,-2.289367199E0,1.324454308E0,1.713979244E-1
6.559072190E0,-1.689522266E0,7.055873871E-1,1.259998918E0
6.569087034E0,-6.948204041E-1,-2.077498436E-1,1.714254618E0
6.579106981E0,2.182064056E-1,-1.338590145E0,1.239010215E0
6.589126929E0,8.673930168E-1,-2.414695740E0,4.707098007E-1
6.599155367E0,1.348643780E0,-3.246350765E0,-2.110474110E-1
6.609175315E0,1.825801015E0,-3.810573101E0,-6.788187027E-1
6.619195263E0,2.218584538E0,-3.846604824E0,-8.836269379E-1
6.629212242E0,2.099029541E0,-3.125476360E0,-8.468542099E-1
6.639232190E0,1.049614549E0,-1.897148132E0,-7.911016941E-1
6.649252138E0,-5.709781647E-1,-6.644530296E-1,-9.635057449E-1
6.659256252E0,-2.074663877E0,4.620637894E-1,-1.106547117E0
6.669276148E0,-3.562379837E0,1.580550194E0,-9.867439270E-1
6.679296096E0,-4.888732910E0,2.193511963E0,-7.794809341E-1
6.689308856E0,-5.813732624E0,2.142526627E0,-6.952655315E-1
6.699328804E0,-6.224401951E0,1.609598160E0,-6.787496805E-1
6.709348752E0,-6.199742317E0,1.079416275E0,-5.995876789E-1
6.719383336E0,-5.928713322E0,9.744968414E-1,-6.177833080E-1
6.729403284E0,-5.498837948E0,1.179782867E0,-7.912554741E-1
6.739423231E0,-5.066812038E0,1.412278175E0,-1.244555831E0
6.749444586E0,-4.829932213E0,1.542721748E0,-1.737477183E0
6.759464534E0,-4.673588753E0,1.491652489E0,-2.294519901E0
6.769484481E0,-4.555081844E0,1.509920120E0,-2.188007832E0
6.779483752E0,-4.837475777E0,1.881064415E0,-1.552395821E0
6.789503648E0,-5.445449829E0,2.175079346E0,-1.538693309E0
6.799523596E0,-6.010844231E0,1.934382439E0,-8.231031895E-1
6.809568544E0,-6.716149330E0,1.348230362E0,7.582781315E-1
6.819588492E0,-7.615572929E0,3.727807999E-1,1.184754610E0
6.829608440E0,-7.958777428E0,-4.686083794E-1,6.032335162E-1
6.839634898E0,-7.427637100E0,-7.480244637E-1,-8.977651596E-3
6.849654846E0,-6.061454296E0,-5.446691513E-1,2.307047844E-1
6.859674794E0,-4.372955322E0,-3.962216377E-1,1.709745049E0
6.869691617E0,-3.626679897E0,-8.526148796E-1,2.940459967E0
6.879711565E0,-3.623089790E0,-1.802870750E0,2.286851406E0
6.889731513E0,-3.855998039E0,-2.181703568E0,1.387591481E0
6.899725679E0,-4.474711895E0,-1.369763851E0,-9.746789932E-3
6.909745627E0,-4.496296883E0,-5.273480415E-1,-3.379692554E0
6.919765575E0,-9.771814346E-1,-1.090909481E0,-4.073607922E0
6.929790575E0,3.488392115E0,-5.455317497E-1,-2.067766428E0
6.939810523E0,7.126209259E0,3.603281975E0,9.730690718E-1
6.949830471E0,8.031258583E0,1.172830486E1,9.212495804E0
6.959861721E0,4.884094238E0,1.773589325E1,1.471840382E1
6.969881669E0,2.184085846E-1,1.415631104E1,-2.808644772E-1
6.979901617E0,-2.570402384E0,4.938413620E0,-7.498543262E0
6.989924846E0,-5.586656570E0,-1.230693817E0,-1.414300919E0
6.999944794E0,-9.806909561E0,-2.784077168E0,4.082188129E0
7.009964742E0,-1.235992813E1,-3.639471054E0,1.242502332E0
7.019958648E0,-1.228260708E1,-4.033925533E0,-4.436420441E0
7.029978596E0,-1.194189930E1,-4.104946136E0,-6.368731976E0
7.039998596E0,-1.044650841E1,-2.328846931E0,-3.385932922E0
7.050031565E0,-5.253251553E0,1.237313271E0,-1.145216703E0
7.060051513E0,-3.726839781E0,1.438489914E0,-3.375575542E0
7.070071461E0,-4.686782837E0,1.320313454E0,-3.532767773E0
7.080092659E0,-5.212610245E0,2.464546204E0,-1.977646351E-1
7.090112554E0,-3.381531715E0,2.794364929E0,2.170375109E0
7.100132450E0,3.428955674E-1,2.032752991E0,2.172287941E0
7.110169898E0,3.711953163E0,8.423805237E-1,5.911136866E-1
7.120189794E0,5.367150307E0,-2.984371185E-1,-1.162263155E0
7.130209690E0,5.037374020E0,-1.177799225E0,-2.410288334E0
7.140201096E0,3.769919157E0,-1.669438362E0,-2.676165819E0
7.150220992E0,2.040335655E0,-1.397519112E0,-2.231801987E0
7.160240888E0,-2.651650906E-1,-9.234414101E-1,-2.017480612E0
7.170258492E0,-2.725305796E0,-1.077775955E-1,-1.331852198E0
7.180278388E0,-4.470531464E0,7.096624374E-1,4.405236244E-2
7.190298284E0,-3.566606045E0,7.587442398E-1,5.627837181E-1
7.200336148E0,-1.142574787E0,-2.864837646E-2,-2.414753437E-1
7.210356044E0,4.249898195E-1,-4.946937561E-1,-1.176736832E0
7.220375940E0,1.130512953E0,-5.702915192E-1,-1.449585915E0
7.230390523E0,1.365193009E0,-4.331617355E-1,-6.341435909E-1
7.240410419E0,9.753323793E-1,-1.413087845E-1,-1.666722298E-1
7.250430315E0,5.842658281E-1,-6.236171722E-2,-4.905500412E-1
7.260453804E0,6.582232118E-1,-2.593603134E-1,-7.426683903E-1
7.270473700E0,9.242701530E-1,-3.375244141E-1,-3.812198639E-1
7.280493596E0,9.079125524E-1,-6.879329681E-2,-1.353664398E-1
7.290502398E0,5.047510862E-1,1.988000870E-1,-6.361610889E-1
7.300522294E0,2.228868008E-2,2.574510574E-1,-8.737428188E-1
7.310542190E0,-3.374196291E-1,8.893966675E-2,-1.293690205E-1
7.320569586E0,-1.119574428E0,1.285219193E-1,2.403695583E-1
7.330589481E0,-1.269358873E0,4.413738251E-1,1.312320232E-1
7.340609377E0,-3.333784938E-1,3.037643433E-1,-4.793345928E-1
7.350636981E0,1.055230498E-1,-6.512355804E-2,-9.341955185E-2
7.360656877E0,-2.358144522E-2,1.031494141E-1,6.179147959E-1
7.370676773E0,2.894442677E-1,-4.055156708E-1,-2.753527164E-1
7.380703075E0,2.115604281E-1,-2.252721786E-1,-6.640853882E-1
7.390722971E0,8.789795637E-2,6.474399567E-2,-3.925020695E-1
7.400742867E0,-1.464568377E-1,5.891122818E-1,1.825151443E-1
7.410738388E0,-3.297877312E-1,9.745311737E-1,7.941204309E-1
7.420758231E0,8.933663368E-2,8.554134369E-1,5.122488737E-1
7.430778127E0,5.640305281E-1,6.244678497E-1,9.359836578E-3
7.440803284E0,1.000689268E0,3.923273087E-1,-1.901969910E-1
7.450823179E0,1.759207726E0,9.062767029E-2,-2.038233280E-1
7.460843075E0,2.506936550E0,1.357879639E-1,-4.051125050E-2
7.470875523E0,3.200143337E0,3.574628830E-1,1.209609509E-1
7.480895419E0,3.669765949E0,3.372230530E-1,2.073243856E-1
7.490915315E0,3.789815426E0,2.005805969E-1,4.358422756E-1
7.500905054E0,3.897643566E0,2.900915146E-1,7.583976984E-1
7.510924950E0,3.958427906E0,6.174583435E-1,8.178648949E-1
7.520944846E0,3.924088478E0,1.117854118E0,6.742506027E-1
7.530979481E0,3.891092777E0,1.533072472E0,6.959435940E-1
7.540999377E0,3.729657650E0,1.793785095E0,5.953381062E-1
7.551019273E0,3.632623196E0,1.845899582E0,-2.774286270E-2
7.561049065E0,4.102188110E0,1.958522797E0,-4.778716564E-1
7.571068961E0,5.029955864E0,2.421743393E0,-3.794449568E-1
7.581088856E0,6.575276375E0,3.140751839E0,-5.589156151E-1
7.591107971E0,8.399894714E0,4.293394089E0,-1.024430752E0
7.601127867E0,9.902647018E0,5.762092590E0,-3.915425539E-1
7.611147763E0,1.049458027E1,6.597629547E0,9.899606109E-1
7.621150367E0,1.038517761E1,6.620989799E0,2.320491791E0
7.631170211E0,9.691032410E0,6.700828552E0,3.691078663E0
7.641190106E0,8.442684174E0,6.846685410E0,3.908753872E0
7.651204950E0,7.905628204E0,6.479105473E0,2.028039455E0
7.661224846E0,7.582289696E0,5.080467701E0,-1.972478628E0
7.671244742E0,6.726865292E0,3.638008595E0,-5.938000679E0
7.681270784E0,5.256064892E0,3.282261848E0,-5.736876011E0
7.691290679E0,1.794421911E0,3.406601429E0,-3.747815847E0
7.701310575E0,-3.848210812E0,3.160821438E0,-3.427136421E0
7.711348961E0,-7.556303978E0,3.556600571E0,-2.204396963E0
7.721368856E0,-4.777992725E0,3.982796192E0,7.278169394E-1
7.731388752E0,1.631090641E0,2.647962570E0,2.396647692E0
7.741406252E0,4.427984715E0,8.328857422E-1,1.504419804E0
7.751426148E0,5.414119244E0,-1.514534950E-1,2.802183628E-1
7.761446044E0,6.678922176E0,-8.154859543E-1,1.355493069E-1
7.771459273E0,7.484774590E0,-1.931210518E0,-1.734540462E-1
7.781479169E0,7.470830917E0,-2.977926254E0,-1.655849934E0
7.791499065E0,6.594812393E0,-3.516055346E0,-2.389467001E0
7.801523492E0,4.992910862E0,-3.078532219E0,-1.513386011E0
7.811543336E0,3.548212290E0,-2.478958607E0,-3.438384533E-1
7.821563284E0,2.016549110E0,-1.919762611E0,1.160731316E-1
