"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"""
1.653119381E1,-1.074545026E0,6.577339172E-1,-1.318609715E-1
1.654119267E1,-1.145163298E0,6.458997726E-1,-1.740102768E-1
1.655119147E1,-1.085215211E0,6.352224350E-1,2.471904755E-1
1.656119030E1,-1.142266035E0,6.379833221E-1,-2.234623432E-1
1.657118911E1,-1.371474266E0,7.006530762E-1,-1.563594341E-1
1.658118784E1,-1.464052677E0,7.267675400E-1,-1.502962112E-1
1.659118654E1,-2.342456579E0,8.842411041E-1,9.375166893E-2
1.660118527E1,-2.761822224E0,1.207939148E0,3.565979004E-1
1.661118394E1,-3.031561613E0,1.597101212E0,4.138901234E-1
1.662118267E1,-3.261865854E0,1.984880447E0,2.963898182E-1
1.663118140E1,-3.771565199E0,3.016434669E0,1.714043617E-1
1.664118014E1,-4.482381821E0,4.308565140E0,9.201924801E-1
1.665117887E1,-5.524998188E0,5.678730965E0,1.472506881E0
1.666117757E1,-6.225514412E0,6.255222321E0,1.281008840E0
1.667117630E1,-6.904608250E0,6.779951096E0,1.742661238E0
1.668117504E1,-7.521611214E0,7.068620682E0,2.926600456E0
1.669117374E1,-7.786864281E0,6.499813080E0,3.916824818E0
1.670117250E1,-7.360007286E0,5.568310738E0,3.938124657E0
1.671117127E1,-5.793302059E0,4.394961357E0,3.447457075E0
1.672116997E1,-3.885853767E0,3.297198296E0,2.706857920E0
1.673116873E1,-2.104888201E0,2.169431210E0,1.155725241E0
1.674116750E1,-4.954023361E-1,1.229067326E0,-5.591270924E-1
1.675116623E1,1.651875496E0,1.305742264E-1,-2.938111067E0
1.676116500E1,3.889777184E0,-7.231626511E-1,-4.377764702E0
1.677116376E1,6.510557175E0,-1.662373543E0,-4.425541878E0
1.678116253E1,7.954797745E0,-2.263812542E0,-3.897990942E0
1.679116130E1,4.937393665E0,-2.121652603E0,-1.364936352E0
1.680116000E1,5.830926895E-1,-2.010556221E0,1.795429707E0
1.681115876E1,-2.992013454E0,-2.198276520E0,3.741750717E0
1.682115750E1,-5.008218765E0,-2.472629547E0,4.199739456E0
1.683115623E1,-6.469144344E0,-2.416495323E0,2.864658117E0
1.684115499E1,-7.073982239E0,-2.252872944E0,1.325760484E0
1.685115376E1,-8.192046165E0,-1.533427238E0,1.383572459E0
1.686115246E1,-8.590387344E0,-6.322321892E-1,2.647359133E0
1.687115123E1,-7.317823410E0,-2.659401894E-1,3.150305748E0
1.688114996E1,-5.781408310E0,-3.042469025E-1,2.522550583E0
1.689114876E1,-3.922641277E0,-3.311848640E-1,1.348916411E0
1.690114753E1,-2.512618542E0,-4.696974754E-1,7.599060535E-1
1.691114629E1,-1.264625549E0,-5.569701195E-1,7.288157940E-1
1.692114506E1,-3.490600586E-1,-5.065679550E-1,1.061422348E0
1.693114382E1,5.659666061E-1,-8.563375473E-2,1.375560045E0
1.694114246E1,1.199802876E0,4.273219109E-1,1.548913836E0
1.695114116E1,1.576129436E0,7.574157715E-1,1.901662230E0
1.696113989E1,1.487115860E0,7.697181702E-1,1.700981498E0
1.697113852E1,1.078562737E0,7.475566864E-1,5.636737347E-1
1.698113722E1,6.647043228E-1,6.656551361E-1,-4.543766975E-1
1.699113589E1,4.956350327E-1,4.041337967E-1,1.082317829E-1
1.700113455E1,8.969402313E-1,1.438713074E-2,1.088162661E0
1.701113322E1,1.680898666E0,-7.908916473E-2,8.394968510E-1
1.702113189E1,2.630779505E0,3.040256500E-1,-1.672508717E-1
1.703113055E1,3.576199532E0,9.737195969E-1,-6.146616936E-1
1.704112922E1,4.246760368E0,1.571328163E0,-2.685143948E-1
1.705112785E1,4.405337811E0,1.693270683E0,3.245284557E-1
1.706112658E1,3.816539764E0,1.685592651E0,1.311907530E0
1.707112532E1,3.136135101E0,1.226065636E0,1.237189770E0
1.708112398E1,2.095962524E0,4.896678925E-1,1.524860620E0
1.709112265E1,1.522715449E0,1.304054260E-2,2.291740894E0
1.710112142E1,1.631441832E0,-4.194393158E-1,1.889461398E0
1.711112008E1,2.272692204E0,-6.797876358E-1,9.203678370E-1
1.712111888E1,3.440071821E0,-7.541065216E-1,-1.608145237E-1
1.713111765E1,4.389749050E0,-6.543054581E-1,-1.412706375E0
1.714111641E1,4.890851021E0,-3.197221756E-1,-2.132347584E0
1.715111518E1,5.225022316E0,-1.335582733E-1,-1.813608646E0
1.716111394E1,5.410442352E0,-4.029283524E-1,-1.522363544E0
1.717111271E1,5.351333618E0,-4.255504608E-1,-1.455013633E0
1.718111151E1,5.156358242E0,-4.981002808E-1,-1.906736135E0
1.719111021E1,5.295956612E0,-9.989738464E-1,-2.092353344E0
1.720110898E1,5.804653168E0,-1.387719154E0,-1.631450415E0
1.721110774E1,6.101332188E0,-2.326323986E0,-1.398217916E0
1.722110644E1,7.744416237E0,-2.745518208E0,6.792477369E-1
1.723110521E1,1.056906128E1,-2.242557049E0,-3.307018042E0
1.724110404E1,7.893103123E0,4.592866898E-1,-1.186155319E1
1.725110288E1,8.277894974E0,2.325318336E0,-7.540883541E0
1.726110171E1,1.097947717E0,1.011517525E0,6.564215183E0
1.727110054E1,-3.360879183E0,2.187211037E0,1.059138870E1
1.728109937E1,-9.305594563E-1,5.247369766E0,3.394298553E-1
1.729109817E1,5.951414108E-1,5.297926903E0,-6.080314636E0
1.730109697E1,9.331504107E-1,3.632026672E0,-9.851145744E-2
1.731109584E1,-1.481563687E0,-5.400657654E-3,4.954320908E0
1.732109474E1,-2.526662588E0,-1.769094467E0,8.637131453E-1
1.733109364E1,-1.196183801E0,-1.790422916E0,-1.449707270E0
1.734109257E1,-1.610110104E-1,-1.058493614E0,2.490808964E-1
1.735109154E1,1.356174052E-1,-1.378173828E-1,-3.410890102E-1
1.736109037E1,8.811005354E-1,3.474349976E-1,-2.490859985E0
1.737108927E1,2.349644184E0,4.596700668E-1,-2.814520121E0
1.738108817E1,3.268065691E0,2.897682190E-1,-1.343951941E0
1.739108714E1,3.081996679E0,9.819316864E-2,-1.252374649E-1
1.740108600E1,2.201230049E0,3.498935699E-2,-2.903811932E-1
1.741108487E1,1.271555662E0,-1.795482635E-2,-5.477137566E-1
1.742108374E1,5.813717842E-1,2.581024170E-2,-4.135766029E-1
1.743108260E1,1.425268948E-1,1.462488174E-1,-3.202240467E-1
1.744108137E1,-2.274763584E-2,1.744470596E-1,-4.874970913E-1
1.745108023E1,1.005644500E-1,3.637123108E-2,-5.027456284E-1
1.746107910E1,9.663090110E-2,3.890705109E-2,-4.937291145E-1
1.747107787E1,8.392288089E-1,-1.180629730E-1,-5.194401741E-2
1.748107673E1,1.119000435E0,-7.243919373E-2,1.257193089E-1
1.749107560E1,1.099469900E0,1.499176025E-1,3.020303249E-1
1.750107446E1,9.660452604E-1,3.411836624E-1,2.111198902E-1
1.751107333E1,6.888213158E-1,3.892383575E-1,-2.225158215E-1
1.752107220E1,4.342522025E-1,3.152799606E-1,-4.113547802E-1
1.753107106E1,1.659344435E-1,2.266407013E-1,-1.474571228E-2
1.754106993E1,8.054459095E-2,1.132621765E-1,4.293041229E-1
1.755106873E1,-1.384062469E-1,5.384540558E-2,5.123147964E-1
1.756106759E1,-6.025489569E-1,2.588081360E-2,2.156915665E-1
1.757106646E1,-1.211546898E0,1.543235779E-2,-1.045615673E-1
1.758106526E1,-1.633271217E0,1.108446121E-1,-9.043383598E-2
1.759106416E1,-1.901765108E0,1.606235504E-1,2.603030205E-1
1.760106299E1,-2.020555496E0,-7.104873657E-4,4.556779861E-1
1.761106176E1,-1.971029520E0,-2.505197525E-1,5.669518709E-1
1.762106056E1,-1.768289566E0,-2.793531418E-1,8.764311075E-1
1.763105929E1,-1.326137424E0,-1.420230865E-1,1.198374987E0
1.764105806E1,-8.377422094E-1,3.944778442E-2,1.293309689E0
1.765105679E1,-5.969982147E-1,2.049360275E-1,9.689171314E-1
1.766105552E1,-6.211228967E-1,2.084283829E-1,9.775993824E-1
1.767105426E1,-1.096513569E-1,3.108911514E-1,1.749143600E-1
1.768105299E1,3.170839548E-1,1.790761948E-1,-9.273290634E-3
1.769105166E1,5.563433170E-1,-2.256393433E-2,2.722454071E-2
1.770105039E1,6.452367902E-1,-9.538173676E-2,-9.381461143E-2
1.771104916E1,7.724013329E-1,-8.908939362E-2,-1.956753731E-1
1.772104786E1,7.193899751E-1,1.138143539E-1,-1.987292767E-1
1.773104662E1,6.511508822E-1,2.974443436E-1,-1.998095512E-1
1.774104542E1,6.277498603E-1,3.011112213E-1,-1.924960613E-1
1.775104419E1,9.027613401E-1,2.731876373E-1,-2.418341637E-1
1.776104295E1,1.036365151E0,9.133720398E-2,-2.956449986E-1
1.777104175E1,8.565019369E-1,-2.912712097E-2,-4.238719940E-1
1.778104052E1,5.717993975E-1,3.649139404E-2,-4.436476231E-1
1.779103928E1,4.283136725E-1,7.539081573E-2,-4.523193836E-1
1.780103798E1,4.184764624E-1,7.489013672E-2,-4.571607113E-1
1.781103675E1,2.690625191E-1,9.529399872E-2,-1.239957809E-1
1.782103552E1,2.915399671E-1,-1.907062531E-2,2.861645222E-1
1.783103422E1,2.214385867E-1,-8.610057831E-2,4.814887047E-1
1.784103298E1,8.607864380E-3,-5.257415771E-2,3.777513504E-1
1.785103175E1,-1.918409467E-1,4.501342773E-4,2.201888561E-1
1.786103045E1,-2.920294404E-1,-8.285522461E-3,1.961326599E-1
1.787102922E1,-3.232823014E-1,-4.068946838E-2,2.663073540E-1
1.788102798E1,-3.263749480E-1,-3.008460999E-2,2.257316113E-1
1.789102675E1,-1.695138216E-1,1.408576965E-2,2.091615200E-1
1.790102551E1,1.719802618E-2,9.435081482E-2,1.759271622E-1
1.791102428E1,1.003327370E-1,1.985311508E-1,1.375885010E-1
1.792102305E1,8.293700218E-2,2.427101135E-1,1.226334572E-1
1.793102175E1,1.186084747E-1,2.221221924E-1,2.270162106E-1
1.794102038E1,2.864961624E-1,1.297664642E-1,3.341529369E-1
1.795101908E1,2.750753760E-1,1.043367386E-1,2.876415253E-1
1.796101778E1,2.689910531E-1,1.024723053E-1,2.781174183E-1
1.797101641E1,-1.987907290E-1,2.073154449E-1,1.169991493E-1
1.798101511E1,-3.020653129E-1,2.333583832E-1,-1.758170128E-2
1.799101381E1,-2.367765903E-1,1.806783676E-1,-1.060116291E-1
1.800101251E1,-9.938263893E-2,1.070804596E-1,5.390167236E-3
1.801101121E1,9.040206671E-2,6.968975067E-2,1.656615734E-1
1.802100988E1,3.801257014E-1,3.488540649E-3,3.458294868E-1
1.803100854E1,4.890444279E-1,-3.969955444E-2,4.194759130E-1
1.804100721E1,4.760984778E-1,-1.139764786E-1,2.656769753E-1
1.805100581E1,3.944094181E-1,-2.262916565E-1,1.588671207E-1
1.806100448E1,3.901096582E-1,-2.283210754E-1,1.485581398E-1
1.807100314E1,2.720327973E-1,-2.761278152E-1,3.461861610E-2
1.808100174E1,2.917546630E-1,-1.612758636E-1,-4.600214958E-2
1.809100041E1,3.391242623E-1,-4.892349243E-2,1.467394829E-2
1.810099907E1,2.893679142E-1,-7.569217682E-2,1.513013840E-1
1.811099774E1,1.354214549E-1,-8.364391327E-2,2.844657898E-1
1.812099647E1,6.831645966E-3,-9.177875519E-2,3.287400007E-1
1.813099524E1,-1.465381980E-1,-3.298377991E-2,2.917128801E-1
1.814099400E1,-2.718464732E-1,4.041671753E-2,3.200937510E-1
1.815099277E1,-3.071948290E-1,1.333713531E-1,3.304775953E-1
1.816099154E1,-3.360930681E-1,1.882572174E-1,3.391582966E-1
1.817099030E1,-3.363264203E-1,1.856775284E-1,3.429791927E-1
1.818098907E1,-2.219135761E-1,1.544189453E-1,2.629911900E-1
1.819098777E1,-2.209776640E-2,1.139030457E-1,2.008917332E-1
1.820098653E1,1.941666603E-1,1.119585037E-1,1.733349562E-1
1.821098530E1,3.196810484E-1,1.147975922E-1,2.200497389E-1
1.822098400E1,3.333932757E-1,1.222991943E-1,2.615984678E-1
1.823098283E1,2.644681334E-1,7.128047943E-2,1.864502430E-1
1.824098167E1,1.642447114E-1,2.355957031E-2,4.694676399E-2
1.825098050E1,3.949862719E-2,-3.987312317E-3,2.186226845E-2
1.826097930E1,-7.689332962E-2,-6.964683533E-3,-4.243850708E-5
1.827097813E1,-1.735445261E-1,7.118225098E-3,1.077550650E-1
1.828097696E1,-2.615423203E-1,4.249668121E-2,2.280123234E-1
1.829097580E1,-2.715228200E-1,8.106803894E-2,3.790067434E-1
1.830097456E1,-2.296508551E-1,1.078395844E-1,4.369943142E-1
1.831097340E1,-2.076364756E-1,1.515531540E-1,2.153980732E-1
1.832097220E1,-1.955441236E-1,2.147254944E-1,3.586864471E-2
1.833097096E1,-1.217942238E-1,2.350406647E-1,-6.145346165E-2
1.834096976E1,-8.694827557E-2,2.217836380E-1,1.551711559E-2
1.835096863E1,-3.763848543E-2,1.268863678E-1,1.175051928E-1
1.836096753E1,-3.382849693E-2,1.012830734E-1,1.016302109E-1
1.837096650E1,-8.278131485E-2,9.732437134E-2,8.117425442E-2
1.838096553E1,-9.350144863E-2,8.383369446E-2,9.455204010E-2
1.839096456E1,-1.020604968E-1,9.906864166E-2,1.411695480E-1
1.840096363E1,-1.542010903E-1,8.324337006E-2,1.998535395E-1
1.841096266E1,-1.663340926E-1,8.855533600E-2,2.306140661E-1
1.842096169E1,-1.621589661E-1,6.031036377E-2,2.606416941E-1
1.843096073E1,-1.729185581E-1,3.448104858E-2,2.207657099E-1
1.844095976E1,-1.507942677E-1,2.324962616E-2,1.937142611E-1
1.845095886E1,-5.294901133E-2,2.420997620E-2,2.030217648E-1
1.846095796E1,1.613467932E-2,1.119136810E-2,1.291245222E-1
1.847095699E1,5.402040482E-2,1.792144775E-2,-1.459288597E-2
1.848095609E1,5.371063948E-2,3.272628784E-2,-1.452152729E-1
1.849095519E1,1.451200843E-1,2.692222595E-2,-7.998251915E-2
1.850095429E1,1.067470908E-1,5.999851227E-2,3.125313520E-1
1.851095339E1,4.800260067E-3,7.068347931E-2,3.979048729E-1
1.852095249E1,-9.200727940E-2,4.224014282E-2,-9.623646736E-3
1.853095156E1,-2.024452686E-1,8.070468903E-2,-2.664549351E-1
1.854095066E1,-2.754026055E-1,3.324604034E-2,-9.843802452E-2
1.855094969E1,-2.077032924E-1,3.815078735E-2,-3.325223923E-2
1.856094882E1,6.073415279E-3,7.169246674E-2,1.127369404E-1
1.857094792E1,1.691454649E-1,6.946563721E-2,1.228938103E-1
1.858094696E1,2.480030060E-1,5.065059662E-2,-1.273543835E-1
1.859094602E1,2.669863105E-1,-1.586914062E-3,4.210555553E-2
1.860094512E1,2.863537669E-1,-5.874443054E-2,7.422173023E-2
1.861094416E1,2.916464806E-1,-8.732223511E-2,9.607481956E-2
1.862094329E1,2.910077572E-1,-7.238578796E-2,4.506981373E-2
1.863094239E1,3.027961254E-1,-6.189632416E-2,3.046238422E-2
1.864094152E1,1.956981421E-1,-2.958679199E-2,1.873373985E-2
1.865094059E1,6.098771095E-2,5.127906799E-3,-1.433782578E-1
1.866093952E1,2.996098995E-2,6.149291992E-2,-5.161309242E-2
1.867093849E1,7.815372944E-2,9.127998352E-2,1.641130447E-2
1.868093739E1,1.081871986E-1,1.376562119E-1,1.070499420E-4
1.869093622E1,9.119987488E-2,1.120071411E-1,-3.119051456E-2
1.870093509E1,3.915512562E-2,2.401542664E-2,1.458958387E-1
1.871093392E1,-5.750036240E-2,-2.618598938E-2,3.013395071E-1
1.872093265E1,-1.544510722E-1,-2.923965454E-3,1.495916843E-1
1.873093145E1,-1.576588750E-1,-3.801345825E-3,1.422971487E-1
1.874093018E1,-1.991106868E-1,8.407497406E-2,-3.973948956E-2
1.875092892E1,-1.019920111E-1,9.043979645E-2,1.335635185E-1
1.876092765E1,-3.360092640E-2,6.052303314E-2,2.424441576E-1
1.877092638E1,-2.587223053E-2,2.984619141E-2,1.780902147E-1
1.878092512E1,-3.862380981E-3,-2.934741974E-2,2.300760746E-1
1.879092388E1,-6.134045124E-2,-5.246257782E-2,2.513909340E-1
1.880092258E1,-4.930722713E-2,-2.277469635E-2,1.754895449E-1
1.881092135E1,-3.056287766E-2,2.628612518E-2,-2.525329590E-3
1.882092008E1,6.180870533E-2,2.039623260E-2,-1.205103397E-1
1.883091882E1,1.442646980E-1,-6.925678253E-2,-3.259325027E-2
1.884091758E1,1.766005754E-1,-1.207456589E-1,-1.968312263E-2
1.885091635E1,1.742570400E-1,-1.300764084E-1,-1.025341749E-1
1.886091505E1,1.722335815E-1,-6.436538696E-2,-1.198270321E-1
1.887091381E1,1.641950607E-1,8.998870850E-3,-1.135931015E-1
1.888091255E1,1.839849949E-1,9.231281281E-2,-1.419811249E-1
1.889091135E1,1.791360378E-1,1.615152359E-1,-1.334881783E-1
1.890091011E1,1.285498142E-1,1.374835968E-1,-7.901620865E-2
1.891090888E1,3.787016869E-2,5.100917816E-2,-4.447650909E-2
1.892090764E1,-5.592942238E-2,-6.692790985E-2,4.925441742E-2
1.893090634E1,-1.310545206E-1,-1.518077850E-1,1.416797638E-1
1.894090504E1,-1.773037910E-1,-1.176443100E-1,5.253338814E-2
1.895090381E1,-2.237532139E-1,-3.572940826E-2,1.963376999E-4
1.896090261E1,-1.307225227E-1,6.023502350E-2,8.253812790E-3
1.897090131E1,3.850221634E-3,1.200418472E-1,-3.709352016E-2
1.898090008E1,4.606854916E-2,1.489725113E-1,-1.990461349E-2
1.899089884E1,1.253992319E-1,1.660480499E-1,-2.206206322E-2
1.900089761E1,1.644427776E-1,1.210546494E-1,-1.758456230E-2
1.901089637E1,1.651859283E-1,1.890850067E-2,3.619909286E-3
1.902089517E1,1.757317781E-1,-2.790832520E-2,5.555665493E-2
1.903089394E1,1.201549768E-1,-8.892345428E-2,1.170431376E-1
1.904089271E1,6.390821934E-2,-1.547861099E-1,7.209599018E-2
1.905089141E1,-1.534938812E-3,-1.943101883E-1,1.071321964E-2
1.906089017E1,-2.497744560E-2,-1.977643967E-1,7.804954052E-2
1.907088894E1,2.923130989E-2,-1.679248810E-1,6.830406189E-2
1.908088764E1,1.240538359E-1,-5.430316925E-2,-1.587867737E-2
1.909088637E1,2.827522755E-1,4.522609711E-2,-7.518267632E-2
1.910088510E1,3.981474638E-1,1.501035690E-1,-1.932953596E-1
1.911088377E1,4.888521433E-1,1.385068893E-1,-1.177215576E-1
1.912088254E1,4.638497829E-1,1.058731079E-1,-3.260302544E-2
1.913088127E1,3.699041605E-1,1.828384399E-2,-7.307219505E-2
1.914088000E1,2.759919167E-1,-1.003580093E-1,-3.658831120E-2
1.915087874E1,1.206610203E-1,-1.328792572E-1,-7.373690605E-3
1.916087747E1,-1.723837852E-2,-1.012239456E-1,-2.143979073E-2
1.917087620E1,-9.326481819E-2,-6.763362885E-2,-2.770376205E-2
1.918087497E1,-1.379066706E-1,-5.083370209E-2,-3.140127659E-2
1.919087367E1,-1.150311232E-1,-2.453708649E-2,-8.077454567E-2
1.920087243E1,-6.796956062E-2,-1.271057129E-2,-6.586408615E-2
1.921087120E1,-2.317976952E-2,3.776550293E-3,-1.472669840E-1
1.922086990E1,6.034755707E-2,-6.116867065E-3,-1.615728140E-1
1.923086873E1,7.689297199E-2,1.505374908E-2,-1.138926744E-1
1.924086750E1,1.102176905E-1,1.218795776E-2,-1.122977734E-1
1.925086626E1,4.560673237E-2,3.555107117E-2,-1.047337055E-2
1.926086503E1,-1.337292194E-1,2.775192261E-2,1.056578159E-1
1.927086380E1,-2.722625732E-1,2.233791351E-2,1.331522465E-1
1.928086256E1,-3.536441326E-1,4.821014404E-2,6.998217106E-2
1.929086133E1,-3.228693008E-1,2.770900726E-2,4.649305344E-2
1.930086003E1,-1.720186472E-1,3.780841827E-2,1.754057407E-2
1.931085879E1,-3.399217129E-2,4.006385803E-2,1.278996468E-3
1.932085756E1,4.181051254E-2,3.275299072E-2,4.502940178E-2
1.933085626E1,6.469380856E-2,-3.201389313E-2,2.632498741E-2
1.934085503E1,2.525806427E-2,-6.316757202E-2,1.053309441E-2
1.935085379E1,4.366028309E-2,1.101493835E-2,4.284369946E-2
1.936085249E1,7.190406322E-2,8.517837524E-2,2.492260933E-2
1.937085126E1,1.053886414E-1,1.157388687E-1,-3.852546215E-2
1.938085002E1,1.569880247E-1,9.147071838E-2,-9.424662590E-2
1.939084879E1,2.167495489E-1,2.935886383E-2,-1.936483383E-2
1.940084756E1,1.833268404E-1,-3.009891510E-2,-2.386951447E-2
1.941084632E1,1.150162220E-1,-2.466869354E-2,-1.238530874E-1
1.942084509E1,2.311730385E-2,-4.584312439E-3,-1.620332003E-1
1.943084385E1,-9.110927582E-2,2.511692047E-2,-1.412670612E-1
1.944084255E1,-2.116917372E-1,5.446052551E-2,-1.267503500E-1
1.945084135E1,-2.680590153E-1,1.382160187E-2,-1.236983538E-1
1.946084025E1,-2.464112043E-1,-2.006435394E-2,-1.703000069E-2
1.947083912E1,-2.251811028E-1,-6.170654297E-2,4.980647564E-2
1.948083809E1,-2.794483900E-1,-1.038103104E-1,1.076085567E-1
1.949083705E1,-3.921916485E-1,-8.656692505E-2,1.300544739E-1
1.950083602E1,-4.926377535E-1,-3.167247772E-2,1.436707973E-1
1.951083502E1,-5.706145167E-1,7.524108887E-2,1.249771118E-1
1.952083408E1,-5.586709976E-1,1.910753250E-1,8.120477200E-2
1.953083315E1,-4.631981254E-1,2.276935577E-1,4.464101791E-2
1.954083222E1,-3.391446471E-1,1.111602783E-1,1.710703373E-1
1.955083122E1,-3.422498107E-1,1.152896881E-2,1.593614817E-1
1.956083028E1,-3.202721477E-1,7.884979248E-3,1.547747850E-1
1.957082935E1,-4.556788802E-1,-1.105842590E-1,2.931329012E-1
1.958082835E1,-4.063888788E-1,-6.347179413E-2,4.371007681E-1
1.959082741E1,-3.424311876E-1,9.655857086E-2,3.805475235E-1
1.960082648E1,-2.366808653E-1,1.732358932E-1,3.229886293E-1
1.961082548E1,-1.687793732E-1,9.250164032E-2,3.847204447E-1
1.962082451E1,-1.966857910E-1,-1.342573166E-1,1.902616024E-1
1.963082358E1,-3.238451481E-2,-3.632316589E-1,-3.068599701E-1
1.964082264E1,2.687069178E-1,-5.176687241E-1,-5.722926855E-1
1.965082171E1,7.669992447E-1,-5.428390503E-1,-3.560945988E-1
1.966082078E1,1.161255836E0,-4.105110168E-1,-1.036692858E-1
1.967081984E1,1.563063383E0,-1.641530991E-1,-2.563579082E-1
1.968081888E1,1.785860181E0,1.270599365E-1,-5.539143085E-1
1.969081788E1,1.990241051E0,4.200096130E-1,-8.126796484E-1
1.970081694E1,2.021067142E0,5.157823563E-1,-7.524948120E-1
1.971081601E1,1.824565053E0,3.707475662E-1,-5.093867779E-1
1.972081504E1,1.621716976E0,1.525630951E-1,-4.897224903E-1
1.973081411E1,1.347218513E0,-1.288642883E-1,-5.796829462E-1
1.974081317E1,9.833109379E-1,-3.248100281E-1,-5.633281469E-1
1.975081221E1,4.602138996E-1,-3.418636322E-1,-3.857413530E-1
1.976081114E1,-4.151582718E-3,-2.255201340E-1,-1.478186846E-1
1.977081004E1,-3.749718666E-1,-1.155662537E-2,5.460417271E-2
1.978080890E1,-6.786921620E-1,1.020717621E-1,-3.525614738E-3
1.979080774E1,-9.332625866E-1,2.088403702E-1,-2.984516621E-1
1.980080650E1,-1.110349417E0,2.079763412E-1,-3.024173975E-1
1.981080530E1,-1.138795495E0,2.384490967E-1,-8.212316036E-2
1.982080404E1,-1.046044230E0,2.165918350E-1,7.532644272E-2
1.983080270E1,-1.072462678E0,1.568899155E-1,1.438666582E-1
1.984080144E1,-1.203232408E0,3.071594238E-2,3.016360998E-1
1.985080017E1,-1.348955750E0,-2.777576447E-2,4.000332355E-1
1.986079884E1,-1.361927867E0,6.208419800E-4,3.899934292E-1
1.987079757E1,-1.276643991E0,2.238092422E-1,2.029372454E-1
1.988079630E1,-1.117382884E0,4.597234726E-1,1.395210028E-1
1.989079503E1,-7.781601548E-1,5.884523392E-1,9.126496315E-2
1.990079377E1,-5.673860312E-1,4.590101242E-1,-4.750049114E-2
1.991079250E1,-4.319141805E-1,2.341003418E-1,-1.173454523E-1
1.992079130E1,-4.684396386E-1,8.823776245E-2,-1.712834835E-1
1.993079007E1,-3.569470644E-1,-1.925945282E-2,-2.947123051E-1
1.994078877E1,-1.009754539E-1,-1.601152420E-1,-4.302277565E-1
1.995078753E1,1.220818758E-1,-1.643877029E-1,-4.274647236E-1
1.996078630E1,3.927081823E-1,-2.510833740E-2,-3.179887533E-1
1.997078496E1,7.023847103E-1,5.172729492E-2,-4.249151945E-1
1.998078376E1,1.044014573E0,-1.051044464E-2,-6.549500227E-1
1.999078253E1,1.087580800E0,-2.334537506E-1,-6.419197321E-1
2.000078130E1,9.777616262E-1,-4.689531326E-1,-5.066409111E-1
2.001078006E1,6.443662643E-1,-6.646652222E-1,-4.226171970E-1
2.002077880E1,-1.233912706E-1,-6.121892929E-1,-9.720611572E-2
2.003077756E1,-1.114937186E0,-5.072107315E-1,1.846095324E-1
2.004077633E1,-2.247826576E0,-5.505075455E-1,3.666809797E-1
2.005077503E1,-2.778378487E0,1.012735367E-1,3.785892725E-1
2.006077379E1,-2.407796144E0,1.331408501E0,4.709484577E-1
2.007077256E1,-1.222367287E0,1.945429802E0,6.750121117E-1
2.008077126E1,5.103729963E-1,1.363948822E0,5.128427744E-1
2.009077002E1,1.463484406E0,1.373424530E-1,-6.246638298E-2
2.010076879E1,1.619597316E0,-7.068014145E-1,-2.555236816E-1
2.011076749E1,1.424602747E0,-8.793020248E-1,-4.527845383E-1
2.012076626E1,1.328055739E0,-6.553068161E-1,-7.222115993E-1
2.013076502E1,1.556495428E0,-3.694849014E-1,-7.543998957E-1
2.014076379E1,1.937059760E0,-2.012100220E-1,-8.782413006E-1
2.015076256E1,1.826126218E0,-2.009363174E-1,-5.485032797E-1
2.016076132E1,1.189939022E0,-2.015914917E-1,-4.250526428E-2
2.017076009E1,5.442439318E-1,-2.009811401E-1,-3.014034033E-1
2.018075885E1,1.845089197E-1,-2.346496582E-1,-2.729650736E-1
2.019075755E1,2.028797865E-1,-1.461639404E-1,-4.889284372E-1
2.020075632E1,2.596035004E-1,3.060617447E-1,-5.845494270E-1
2.021075509E1,3.257906437E-2,7.315664291E-1,-3.541921377E-1
2.022075375E1,-4.592932463E-1,7.998504639E-1,-9.745121002E-3
2.023075248E1,-9.046467543E-1,6.258907318E-1,3.937672973E-1
2.024075122E1,-1.297642112E0,3.897438049E-1,6.197049022E-1
2.025074995E1,-1.599686623E0,1.828556061E-1,8.560398221E-1
2.026074868E1,-1.945853591E0,1.634798050E-1,1.240171790E0
2.027074745E1,-1.786704421E0,3.321151733E-1,1.037778020E0
2.028074618E1,-9.937922359E-1,4.063377380E-1,2.559639215E-1
2.029074492E1,-4.533398151E-2,2.569980621E-1,-1.673747301E-1
2.030074358E1,8.547435999E-1,-3.390979767E-1,-5.321719646E-1
2.031074228E1,1.565388799E0,-5.090599060E-1,-7.334034443E-1
2.032074105E1,1.968900800E0,-5.744028091E-1,-1.540055394E0
2.033073975E1,1.334853768E0,-8.753137589E-1,-1.205021381E0
2.034073851E1,8.905835152E-1,-7.173881531E-1,6.735292673E-1
2.035073728E1,1.878184080E-1,-1.649904251E-1,2.242464066E0
2.036073598E1,-5.117195845E-1,4.085750580E-1,1.544054747E0
2.037073474E1,-8.901778460E-1,6.139488220E-1,7.404716015E-1
2.038073351E1,-1.146851778E0,7.343101501E-1,4.953539073E-1
2.039073228E1,-1.164356947E0,7.595777512E-1,4.564626217E-1
2.040073104E1,-1.179238319E0,7.610177994E-1,4.460391402E-1
2.041072981E1,9.101045132E-1,-3.815612793E-1,-9.705371261E-1
2.042072858E1,1.933492780E0,-8.793201447E-1,-1.294842958E0
