"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"""
8.502144445E0,3.297097683E0,2.128334045E-1,-4.915058613E-1
8.512143211E0,1.983291149E0,5.801773071E-2,-1.028273106E-1
8.522142011E0,9.965127707E-1,1.289052963E-1,-3.429367542E-1
8.532140777E0,1.296448708E-1,3.783931732E-1,-2.032666206E-1
8.542139543E0,-2.541459799E-1,5.183935165E-1,1.890894175E-1
8.552138309E0,-8.964335918E-2,5.634908676E-1,5.025452375E-1
8.562137075E0,5.601145625E-1,5.841674805E-1,1.296752691E-1
8.572135841E0,1.318304420E0,5.829725266E-1,-6.354289055E-1
8.582134541E0,1.992645502E0,5.183439255E-1,-1.376819968E0
8.592133307E0,2.920457840E0,3.387336731E-1,-2.248106956E0
8.602132073E0,3.629150629E0,3.860883713E-1,-2.839720011E0
8.612130773E0,4.044906616E0,7.539806366E-1,-2.772407055E0
8.622129539E0,4.095856667E0,8.944988251E-1,-2.161456347E0
8.632128305E0,4.054072380E0,7.698545456E-1,-1.175721884E0
8.642127005E0,4.308946133E0,5.078439713E-1,-6.171861887E-1
8.652125771E0,4.477393150E0,8.094310760E-2,-7.990673780E-1
8.662124537E0,4.160395622E0,-2.385416031E-1,-9.126641750E-1
8.672123303E0,3.400034666E0,-5.321407318E-1,2.015852928E-1
8.682122069E0,2.936788082E0,-4.989223480E-1,1.560259819E0
8.692120869E0,2.420145512E0,-4.941577911E-1,1.501439810E0
8.702119635E0,1.968833208E0,-4.537239075E-1,6.312331557E-1
8.712118535E0,1.778413057E0,-7.049236298E-1,-6.874015927E-2
8.722117435E0,1.641576171E0,-5.781660080E-1,-2.806157470E-1
8.732116368E0,7.226181030E-1,-2.449140549E-1,-9.904279113E-1
8.742115368E0,7.040522099E-1,-2.506246567E-1,-9.869353771E-1
8.752114301E0,3.682229042E0,-1.080066681E0,-4.295331836E-1
8.762113301E0,4.933706284E0,-1.429265022E0,-2.193884134E0
8.772112367E0,5.686156750E0,-1.429855347E0,-6.171322346E0
8.782111433E0,4.571932316E0,9.573307037E-1,-1.111481667E1
8.792110499E0,2.690059662E0,6.579720497E0,-4.778228283E0
8.802109565E0,1.140478730E0,1.005801773E1,1.846311378E1
8.812108631E0,2.307489395E0,9.199059486E0,1.742470741E1
8.822107697E0,2.472119093E0,3.610589027E0,2.560941458E0
8.832106697E0,1.690418243E0,3.052266121E0,-3.602514744E0
8.842105763E0,-1.234116554E-1,4.408627510E0,-6.346125126E0
8.852104829E0,6.028743982E-1,5.931854248E-2,-2.197562218E0
8.862103829E0,2.255632162E0,-2.820931911E0,6.245338917E-1
8.872102895E0,3.297970295E0,-3.925485134E0,-1.369057178E0
8.882101961E0,4.296180725E0,-4.105256557E0,-6.093356133E0
8.892100961E0,4.813713551E0,-2.762574196E0,-8.225689888E0
8.902100027E0,4.906870842E0,-8.786554337E-1,-6.833883286E0
8.912099093E0,5.426585197E0,-1.623001099E-1,-3.196632385E0
8.922098159E0,5.084808350E0,2.247943878E-1,9.897654653E-1
8.932097225E0,3.689211369E0,6.263723373E-1,2.179680824E0
8.942096291E0,2.094254732E0,1.081242561E0,8.584661484E-1
8.952095324E0,7.148137093E-1,1.224865913E0,-7.776842117E-1
8.962094390E0,-9.495415688E-1,1.072530746E0,-2.355947495E-1
8.972093390E0,-2.568680286E0,7.369928360E-1,1.401262164E0
8.982092456E0,-3.362079144E0,4.141569138E-1,1.701220870E0
8.992091489E0,-2.182132006E0,4.795837402E-2,-4.456820488E-1
9.002090489E0,-3.543185294E-1,-1.924924850E-1,-2.023341656E0
9.012089422E0,1.031369925E0,-4.907894135E-1,-1.892925858E0
9.022088255E0,2.129520416E0,-7.404260635E-1,-1.958525181E0
9.032087155E0,2.661926985E0,-6.649599075E-1,-1.777806401E0
9.042085988E0,2.707617998E0,-4.049196243E-1,-1.283684134E0
9.052084788E0,2.310040236E0,-5.647659302E-3,-9.850220680E-1
9.062083588E0,1.753853440E0,2.163963318E-1,-6.752191782E-1
9.072082321E0,1.064241767E0,1.554985046E-1,-3.227736950E-1
9.082080954E0,3.759698868E-1,5.600929260E-3,-1.838982105E-2
9.092079687E0,-4.622998089E-2,-1.108818054E-1,-7.366061211E-2
9.102078420E0,-2.829575539E-2,-2.106256485E-1,-1.675587893E-1
9.112077086E0,3.430407047E-1,-1.476411819E-1,1.307486296E-1
9.122075819E0,6.744400263E-1,-1.109123230E-3,4.347618818E-1
9.132074552E0,6.394068599E-1,1.357192993E-1,5.656116009E-1
9.142073218E0,-5.431376398E-3,2.009267807E-1,7.166635990E-1
9.152071951E0,-9.108001590E-1,1.874237061E-1,9.628195763E-1
9.162070717E0,-1.840617776E0,1.479301453E-1,4.349286556E-1
9.172069483E0,-2.410718203E0,2.071981430E-1,-1.086974144E-2
9.182068216E0,-2.447031260E0,1.684360504E-1,-3.412799835E-1
9.192066982E0,-2.198437214E0,-1.242322922E-1,-5.603814125E-1
9.202065748E0,-1.914216280E0,-1.922016144E-1,-6.552815437E-1
9.212064514E0,-1.440137386E0,-2.089023590E-2,-2.320142984E-1
9.222063214E0,-1.102083087E0,9.518623352E-2,-1.480264664E-1
9.232061980E0,-9.493724108E-1,9.148979187E-2,-2.765498161E-1
9.242060713E0,-6.317939758E-1,5.483055115E-2,-2.715240717E-1
9.252059446E0,-6.361827254E-2,-6.026935577E-2,2.928401232E-1
9.262058212E0,2.958048880E-1,-2.089366913E-1,3.071432114E-1
9.272056978E0,1.507142484E-1,-1.201162338E-1,1.344120502E-2
9.282055744E0,-1.104228497E-1,9.374141693E-2,-1.203244925E-1
9.292054510E0,7.325285673E-2,2.189579010E-1,-1.281083822E-1
9.302053276E0,5.992984772E-1,1.906490326E-1,-2.653806210E-1
9.312052042E0,1.211192489E0,-5.493164062E-4,-7.131035328E-1
9.322050842E0,1.533783793E0,-1.318454742E-1,-8.765017986E-1
9.332049542E0,1.271891594E0,-1.947689056E-2,-5.753723383E-1
9.342048308E0,7.385316491E-1,1.303739548E-1,-4.467998743E-1
9.352047074E0,2.676162124E-1,2.269392014E-1,-6.026810408E-1
9.362045774E0,-5.806338787E-2,2.443246841E-1,-7.448047400E-1
9.372044540E0,-4.933606088E-1,2.900218964E-1,-8.964948654E-1
9.382043340E0,-9.292423725E-1,3.065385818E-1,-1.052579522E0
9.392042040E0,-8.303162456E-1,1.908340454E-1,-1.202096462E0
9.402040806E0,-1.202189684E0,2.041568756E-1,-1.356644750E0
9.412039572E0,-1.069409609E0,2.866382599E-1,-1.293274164E0
9.422038338E0,-9.319518209E-1,3.569545746E-1,-9.791150093E-1
9.432037104E0,-5.991771817E-1,2.570648193E-1,-3.899840117E-1
9.442035870E0,-4.936796427E-1,9.721088409E-2,9.336638451E-2
9.452034636E0,-5.532724261E-1,6.923675537E-3,2.494429350E-1
9.462033369E0,-7.609270811E-1,-3.741645813E-2,4.533535242E-1
9.472032035E0,-1.241346359E0,-5.493640900E-2,1.097883224E0
9.482030801E0,-1.693020105E0,4.294872284E-2,2.323863268E0
9.492029534E0,-2.104860783E0,2.469244003E-1,2.915879011E0
9.502028200E0,-2.168888569E0,5.867462158E-1,2.386408329E0
9.512026933E0,-1.721938968E0,9.739255905E-1,1.222169876E0
9.522025666E0,-1.102230906E0,1.073294640E0,9.263251424E-1
9.532024399E0,-5.511209369E-1,8.937339783E-1,9.202623963E-1
9.542023165E0,-9.859931469E-2,4.970779419E-1,5.744709969E-1
9.552021898E0,3.779008389E-1,2.207603455E-1,1.443760395E-1
9.562020631E0,7.736988068E-1,-3.852844238E-4,-1.044963598E-1
9.572019397E0,9.861323833E-1,-3.492927551E-2,-1.803001165E-1
9.582018097E0,9.103600979E-1,3.995990753E-2,-5.091066360E-1
9.592016863E0,9.208995104E-1,6.397533417E-2,-6.820135117E-1
9.602015629E0,8.628274202E-1,-5.649089813E-2,-6.205761433E-1
9.612014329E0,6.783660650E-1,-1.898527145E-1,-5.960988998E-1
9.622013095E0,4.952822924E-1,-2.139148712E-1,-6.164968014E-1
9.632011861E0,3.103317022E-1,-7.340335846E-2,-4.990241528E-1
9.642010561E0,2.186306715E-1,-2.902984619E-3,-2.108860016E-1
9.652009327E0,3.207737207E-1,-1.007375717E-1,-1.333616972E-1
9.662008093E0,3.652442694E-1,-2.806081772E-1,-1.629501581E-1
9.672006859E0,2.313674688E-1,-4.150342941E-1,-2.490197420E-1
9.682005625E0,9.957826138E-2,-5.782041550E-1,-4.452219009E-1
9.692004391E0,7.764685154E-2,-7.078371048E-1,-7.845665216E-1
9.702003157E0,2.397595644E-1,-7.893981934E-1,-1.179720283E0
9.712001923E0,6.074172258E-1,-8.420696259E-1,-1.477552295E0
9.722000623E0,1.154108524E0,-9.210567474E-1,-1.746300936E0
9.731999389E0,1.593057156E0,-1.029178619E0,-2.076549053E0
9.741998155E0,1.830213428E0,-1.174318314E0,-2.446048737E0
9.751996855E0,1.652190566E0,-1.157706261E0,-2.691785812E0
9.761995621E0,1.252892613E0,-1.032515526E0,-2.907416821E0
9.771994387E0,8.690632582E-1,-8.130931854E-1,-3.009804249E0
9.781993153E0,6.349164248E-1,-5.061826706E-1,-3.068769932E0
9.791991953E0,4.943355322E-1,-3.671894073E-1,-3.124855280E0
9.801990786E0,2.526534796E-1,-4.674053192E-1,-3.237641811E0
9.811989619E0,9.560525417E-2,-8.164024353E-1,-3.123310089E0
9.821988519E0,1.300210953E-1,-1.314073563E0,-3.137674332E0
9.831987319E0,1.799225807E-1,-1.318475723E0,-3.107880831E0
9.841986219E0,4.169027805E-1,-1.710106850E0,-4.069225311E0
9.851985119E0,3.977805376E-1,-1.613064289E0,-4.313347340E0
9.861983952E0,2.972407341E-1,-1.327117920E0,-4.292064190E0
9.871982818E0,2.741488218E-1,-1.132479668E0,-4.306706429E0
9.881981684E0,1.361955404E-1,-8.873271942E-1,-4.831245422E0
9.891980484E0,-1.891249418E-1,-7.540302277E-1,-5.205068111E0
9.901979350E0,-8.843145370E-1,-7.397079468E-1,-5.099269867E0
9.911978216E0,-1.833985090E0,-7.355136871E-1,-4.362277985E0
9.921977082E0,-2.808286190E0,-6.576261520E-1,-3.548041344E0
9.931975948E0,-3.489637375E0,-6.705217361E-1,-3.024260521E0
9.941974814E0,-3.428992033E0,-6.728153229E-1,-3.001825333E0
9.951973680E0,-4.527859688E0,-7.553672791E-1,-1.422267914E0
9.961972546E0,-4.701894283E0,-7.052516937E-1,-6.090394258E-1
9.971971346E0,-4.892339706E0,-5.891599655E-1,-2.844898701E-1
9.981970212E0,-4.979838848E0,-3.852663040E-1,1.547518969E-1
9.991969078E0,-5.250497818E0,-2.117242813E-1,7.516443729E-1
1.000196788E1,-6.245992661E0,1.555280685E-1,1.866246700E0
1.001196674E1,-7.805933952E0,9.839944839E-1,6.514726639E0
1.002196561E1,-7.894262314E0,2.270020485E0,1.049442768E1
1.003196448E1,-5.256056786E0,3.059940338E0,1.007282829E1
1.004196334E1,-2.968875647E0,4.074946404E0,8.589368820E0
1.005196221E1,-2.050052881E0,4.682806015E0,1.024494267E1
1.006196107E1,-2.815798283E0,2.830366135E0,1.134473705E1
1.007195994E1,-5.432350636E0,4.903020859E-1,6.091099262E0
1.008195874E1,-6.921149731E0,-3.456087112E-1,-1.168223739E0
1.009195757E1,-6.704923153E0,1.705074310E-2,-7.071150780E0
1.010195637E1,-4.905479908E0,6.693229675E-1,-9.420833588E0
1.011195511E1,-7.173637748E-1,7.840805054E-1,-8.970496178E0
1.012195384E1,3.698837757E0,4.071502686E-1,-6.017236233E0
1.013195260E1,8.559942245E0,-7.966032028E-1,-1.954176426E0
1.014195127E1,1.099199486E1,-1.977081299E0,-8.422615528E-1
1.015195000E1,1.078119755E1,-2.442497253E0,-7.903938293E-1
1.016194874E1,8.131298065E0,-1.456824303E0,7.271146774E-2
1.017194744E1,4.262020111E0,-3.606376648E-1,1.996809959E0
1.018194617E1,7.041209340E-1,6.876811981E-1,2.994075298E0
1.019194494E1,-2.714373112E0,1.346673012E0,1.750985861E0
1.020194370E1,-4.685406685E0,1.550926208E0,-3.724014759E-1
1.021194247E1,-5.341495514E0,1.277449608E0,-2.187107801E0
1.022194117E1,-4.612164974E0,7.771730423E-1,-2.424756527E0
1.023193993E1,-2.708783388E0,8.034706116E-2,-9.890375137E-1
1.024193870E1,-1.287853718E0,-1.963214874E-1,2.290530205E-1
1.025193740E1,-3.231129646E-1,5.232810974E-2,3.730438948E-1
1.026193617E1,3.706266284E-1,4.192657471E-1,-2.809622288E-1
1.027193493E1,8.733981252E-1,5.942459106E-1,-1.517837048E0
1.028193370E1,7.873283625E-1,5.619592667E-1,-2.180538416E0
1.029193246E1,3.416124582E-1,3.732538223E-1,-2.236115217E0
1.030193123E1,2.081562281E-1,3.452110291E-2,-2.425398588E0
1.031193000E1,4.413743913E-1,-2.191123962E-1,-2.444576740E0
1.032192876E1,8.465404510E-1,-2.706403732E-1,-1.979173899E0
1.033192746E1,1.228431106E0,-3.165969849E-1,-1.497123003E0
1.034192623E1,1.168333173E0,-1.675882339E-1,-5.903339386E-1
1.035192499E1,1.208919644E0,-9.590148926E-3,-3.163738251E-1
1.036192369E1,1.326295614E0,9.099197388E-2,-4.662919044E-1
1.037192246E1,1.193153858E0,1.870336533E-1,-5.511515141E-1
1.038192123E1,6.356224418E-1,2.014274597E-1,-3.646168709E-1
1.039191993E1,1.468855441E-1,1.315631866E-1,-3.654519320E-1
1.040191869E1,-1.805153489E-1,1.597881317E-2,-5.525921583E-1
1.041191746E1,-3.576776683E-1,-6.114482880E-2,-4.548263550E-1
1.042191622E1,-5.102365017E-1,-2.054033279E-1,-3.514003754E-1
1.043191499E1,-4.817836583E-1,-2.707500458E-1,-1.560810804E-1
1.044191376E1,-5.600146651E-1,-2.714176178E-1,-6.693339348E-2
1.045191249E1,-7.189514041E-1,-1.641721725E-1,-3.302860260E-2
1.046191122E1,-7.672835588E-1,-1.019067764E-1,5.246838331E-1
1.047190996E1,-7.680722475E-1,-1.086730957E-1,8.851897717E-1
1.048190872E1,-7.587279081E-1,-8.613777161E-2,7.047054768E-1
1.049190745E1,-8.836676478E-1,-1.517486572E-2,3.881484270E-1
1.050190612E1,-9.704133272E-1,1.377601624E-1,1.916934252E-1
1.051190485E1,-7.664932013E-1,1.401634216E-1,-1.534211636E-2
1.052190355E1,-3.722883463E-1,3.728675842E-2,-2.678102255E-1
1.053190229E1,-1.997124255E-1,-8.233737946E-2,-2.120337486E-1
1.054190102E1,-6.006798148E-1,-6.317806244E-2,4.825806618E-2
1.055189975E1,-9.141747952E-1,1.093368530E-1,-2.087197304E-1
1.056189848E1,-9.949688911E-1,4.238405228E-1,-5.191997290E-1
1.057189722E1,-9.989694953E-1,6.935882568E-1,-4.639641047E-1
1.058189588E1,-8.350902796E-1,8.341932297E-1,-3.203240633E-1
1.059189462E1,-6.071816087E-1,7.929935455E-1,-2.443052530E-1
1.060189338E1,8.457222581E-2,5.127086639E-1,1.001244783E-1
1.061189208E1,1.077463746E0,2.015399933E-1,4.938679934E-1
1.062189082E1,2.236066580E0,-1.643943787E-1,5.154499412E-1
1.063188958E1,2.941353083E0,-2.927856445E-1,7.130682468E-2
1.064188835E1,3.217770576E0,-2.552576065E-1,-3.160287142E-1
1.065188711E1,3.181701183E0,-2.556800842E-1,-3.315767050E-1
1.066188588E1,2.803739309E0,1.629486084E-1,-7.776399851E-1
1.067188465E1,3.098318338E0,-2.203702927E-1,-1.651249170E0
1.068188338E1,3.663467169E0,-1.673258781E0,-3.480134487E0
1.069188215E1,4.289281845E0,-3.217674732E0,-5.918406963E0
1.070188091E1,5.320076466E0,-4.382744312E0,-8.053829193E0
1.071187968E1,7.081048012E0,-4.536703110E0,-8.400587082E0
1.072187838E1,8.648175240E0,-3.389650345E0,-7.154289246E0
1.073187714E1,9.831378937E0,-1.852326393E0,-5.871993065E0
1.074187591E1,9.792572975E0,-6.236305237E-1,-6.365827560E0
1.075187461E1,8.365755081E0,2.812547684E-1,-7.223721981E0
1.076187341E1,5.766655922E0,4.718532562E-1,-6.624679565E0
1.077187218E1,2.544335842E0,-1.011075974E-1,-4.073646545E0
1.078187094E1,4.448752403E-1,-6.303558350E-1,-2.542722225E0
1.079186971E1,-1.510367513E0,-7.877473831E-1,-3.249776363E0
1.080186847E1,-4.063709736E0,1.574239731E-1,-4.607674599E0
1.081186724E1,-7.257160664E0,1.315319061E0,-4.759521484E0
1.082186604E1,-9.379075050E0,1.707084656E0,-2.544364691E0
1.083186477E1,-1.023643589E1,1.551013947E0,1.986213207E0
1.084186357E1,-7.073783875E0,7.106208801E-1,4.738012314E0
1.085186247E1,-2.744745970E0,-7.128429413E-2,4.779674530E0
1.086186137E1,-2.465037704E-1,-1.214265823E-1,3.137106180E0
1.087186034E1,1.404846311E0,1.687898636E-1,1.414561272E0
1.088185934E1,1.876192093E0,5.145320892E-1,6.143275499E-1
1.089185834E1,1.398874879E0,8.263072968E-1,2.597172260E-1
1.090185734E1,4.071922302E-1,1.012198448E0,2.236368656E-1
1.091185640E1,-5.980490446E-1,8.538084030E-1,2.074627876E-1
1.092185550E1,-1.382278204E0,5.252904892E-1,3.357713223E-1
1.093185457E1,-2.022658587E0,1.046504974E-1,3.135278225E-1
1.094185357E1,-2.179091454E0,-3.412179947E-1,5.333975554E-1
1.095185264E1,-2.087316036E0,-6.296873093E-1,1.116584420E0
1.096185170E1,-2.002299309E0,-7.215919495E-1,1.415437460E0
1.097185070E1,-2.147849321E0,-7.023468018E-1,1.152136326E0
1.098184980E1,-2.429372549E0,-4.979171753E-1,1.345978141E0
1.099184887E1,-2.633731842E0,-1.583566666E-1,9.522348642E-1
1.100184787E1,-2.822447777E0,-2.359828949E-1,5.759620667E-2
1.101184693E1,-2.888289213E0,-3.763360977E-1,2.592304945E-1
1.102184600E1,-2.423200369E0,-5.134963989E-1,7.708156109E-1
1.103184507E1,-1.943163991E0,-5.775728226E-1,3.354654312E-1
1.104184413E1,-1.859946370E0,-3.804082870E-1,-8.058786392E-2
1.105184323E1,-1.666722059E0,-2.357063293E-1,1.599906683E-1
1.106184230E1,-1.342283249E0,-5.581665039E-2,3.132637739E-1
1.107184136E1,-1.083483219E0,-3.834152222E-2,-2.922878265E-1
1.108184036E1,-6.326234937E-1,-3.051137924E-1,-1.505037069E0
1.109183943E1,-2.682513595E-1,-5.455541611E-1,-2.237382889E0
1.110183850E1,3.109982014E-1,5.981445312E-2,-3.504575491E-1
1.111183750E1,2.221923590E0,-1.514406204E-1,2.874798298E0
1.112183656E1,4.551415920E0,-8.408594131E-1,1.193802834E0
1.113183560E1,4.868783474E0,-1.512412071E0,-3.402554035E0
1.114183463E1,2.317743301E0,-1.596220970E0,-5.119102001E0
1.115183356E1,-6.871472597E-1,-3.020677567E-1,-2.288158655E0
1.116183243E1,-2.602735996E0,1.825312614E0,1.189628482E0
1.117183129E1,-2.073257208E0,2.618331909E0,4.946544170E-1
1.118183013E1,-1.515820980E0,2.344753265E0,4.593647718E-1
1.119182889E1,-2.121073961E0,1.839797974E0,2.335268736E0
1.120182769E1,-2.691518784E0,1.134510040E0,2.570632935E0
1.121182642E1,-2.341331959E0,1.063261032E-1,1.987213373E0
1.122182509E1,-2.250005245E0,-7.176027298E-1,1.786449194E0
1.123182382E1,-2.112010956E0,-9.077148438E-1,1.062675476E0
1.124182256E1,-1.264671683E0,-7.732114792E-1,5.554293394E-1
1.125182122E1,1.129359901E-1,-5.725421906E-1,3.732957840E-1
1.126181992E1,1.453021049E0,-1.775274277E-1,-3.120523691E-1
1.127181866E1,2.226637125E0,2.351503372E-1,-4.493397474E-1
1.128181739E1,2.592765093E0,6.934375763E-1,2.869689465E-2
1.129181612E1,2.435167551E0,8.089714050E-1,8.756601810E-2
1.130181486E1,1.615082383E0,7.881650925E-1,-5.992567539E-2
1.131181359E1,6.086218953E-1,6.103734970E-1,-9.777748585E-2
1.132181235E1,-4.630512595E-1,2.484912872E-1,-1.134247780E-1
1.133181105E1,-1.219195127E0,2.503585815E-1,-2.264982462E-1
1.134180982E1,-1.254100084E0,3.550424576E-1,-2.668497562E-1
1.135180859E1,-8.716450930E-1,4.235229492E-1,-1.142055988E-1
1.136180729E1,-4.327011108E-1,4.220895767E-1,-1.853547096E-1
1.137180605E1,-5.441412330E-2,4.152507782E-1,-4.101108313E-1
1.138180482E1,2.062907070E-1,3.262739182E-1,-6.767491102E-1
1.139180358E1,3.904053271E-1,1.716566086E-1,-7.472585440E-1
1.140180235E1,6.904605031E-1,-9.850502014E-3,-4.874619246E-1
1.141180112E1,7.990742922E-1,-2.997541428E-1,1.526352167E-1
1.142179985E1,4.146996737E-1,-4.345560074E-1,8.025583029E-1
1.143179862E1,-6.389811635E-1,-2.869062424E-1,1.306345701E0
1.144179732E1,-1.504741907E0,3.626441956E-2,1.395029783E0
1.145179608E1,-1.953414321E0,3.197469711E-1,1.058071613E0
1.146179485E1,-1.861243248E0,3.475484848E-1,8.111170530E-1
1.147179355E1,-1.473927021E0,4.922962189E-2,1.364327908E0
1.148179228E1,-1.277443767E0,-1.590156555E-1,2.051002741E0
1.149179105E1,-1.098808050E0,-1.111993790E-1,1.339522600E0
1.150178975E1,-8.069437742E-1,1.223716736E-1,3.308218718E-1
1.151178851E1,-2.808459103E-1,2.997646332E-1,-1.591029167E-1
1.152178728E1,2.675303817E-1,3.668270111E-1,-7.504725456E-2
1.153178604E1,1.095486045E0,2.054300308E-1,4.394054413E-3
1.154178481E1,1.937967539E0,-6.649398804E-2,6.257009506E-2
1.155178354E1,2.339143515E0,-7.039356232E-2,9.567689896E-2
1.156178234E1,2.147759914E0,2.163028717E-2,2.549409866E-2
1.157178111E1,1.546606660E0,1.572761536E-1,-1.127414703E-1
1.158177981E1,9.292516112E-1,3.388614655E-1,9.050607681E-2
1.159177858E1,4.331259727E-1,3.625144958E-1,8.205862045E-1
1.160177734E1,1.162261814E-1,3.834810257E-1,7.615013123E-1
1.161177604E1,-6.105339527E-2,3.970508575E-1,4.088399410E-1
1.162177477E1,1.961334050E-1,3.698863983E-1,1.321604252E-1
1.163177351E1,4.032857120E-1,3.285875320E-1,-3.351585865E-1
1.164177224E1,5.053743124E-1,2.011575699E-1,-4.937310219E-1
1.165177097E1,5.251581073E-1,9.227371216E-2,-4.183158875E-1
1.166176971E1,4.458696544E-1,1.358709335E-1,-2.436454296E-1
1.167176844E1,-2.041471750E-2,1.960420609E-1,-3.335351944E-1
1.168176717E1,-6.252153516E-1,2.015962601E-1,-4.578392506E-1
1.169176584E1,-1.265865803E0,1.093711853E-1,-5.643525124E-1
1.170176457E1,-1.785769701E0,3.381729126E-2,-4.325881004E-1
1.171176330E1,-2.474369287E0,6.120586395E-2,-3.168559074E-2
1.172176204E1,-3.201527596E0,1.920309067E-1,3.836106062E-1
1.173176080E1,-4.019651413E0,3.570518494E-1,1.050383210E0
1.174175957E1,-4.484827042E0,5.112209320E-1,1.818611145E0
1.175175827E1,-4.791872978E0,6.121006012E-1,2.864243507E0
1.176175704E1,-5.185909748E0,7.277708054E-1,3.652625084E0
1.177175577E1,-5.435105801E0,8.692703247E-1,4.481787682E0
1.178175457E1,-4.961853981E0,1.090531349E0,5.246331215E0
1.179175333E1,-5.121554852E0,1.114611626E0,5.281154633E0
1.180175210E1,-1.592648268E0,1.421612740E0,3.443319321E0
1.181175087E1,5.603325367E-2,1.625949860E0,2.104470491E0
1.182174963E1,1.806649923E0,1.980035782E0,9.347095490E-1
1.183174833E1,3.025382042E0,1.790405273E0,3.372583389E-1
1.184174710E1,2.720943451E0,1.807971001E0,-5.176541805E-1
1.185174590E1,1.038860321E0,2.280995369E0,-1.147029877E0
1.186174460E1,-1.018484831E0,2.603798866E0,-8.555018902E-1
1.187174336E1,-2.000025272E0,2.349619865E0,-5.400230885E-1
1.188174213E1,-2.008747578E0,1.449239731E0,-7.475507259E-1
1.189174090E1,-1.326601148E0,4.188928604E-1,-1.351608515E0
1.190173966E1,-2.651062012E-1,-3.336248398E-1,-2.128635883E0
1.191173843E1,2.902565002E-1,-4.259958267E-1,-2.119058609E0
1.192173719E1,1.901612282E-1,-3.616619110E-1,-4.446935654E-1
1.193173599E1,-6.242218018E-1,-6.666889191E-1,1.531074166E0
1.194173476E1,-6.731874943E-1,-6.537790298E-1,1.521838546E0
1.195173359E1,-2.567685366E0,-1.433113575E0,2.227993965E0
1.196173249E1,-3.245447636E0,-1.379924774E0,1.693418980E0
1.197173133E1,-3.461246014E0,-1.198781967E0,1.662190437E0
1.198173023E1,-3.008491755E0,-1.176115036E0,1.570431709E0
1.199172913E1,-2.337595701E0,-1.008897781E0,1.054368019E0
1.200172796E1,-1.742074728E0,-6.624937057E-1,5.256137848E-1
1.201172682E1,-1.313004732E0,-3.886604309E-1,3.503341675E-1
1.202172569E1,-1.169692397E0,-3.784847260E-2,3.610086441E-1
1.203172456E1,-1.111784935E0,1.788110733E-1,5.798652172E-1
1.204172342E1,-9.971776009E-1,2.261915207E-1,7.621655464E-1
1.205172229E1,-8.118400574E-1,1.154661179E-1,8.385074139E-1
1.206172116E1,-6.870423555E-1,-5.593013763E-2,8.403203487E-1
1.207172002E1,-6.619082689E-1,-1.722841263E-1,1.036402464E0
1.208171882E1,-4.905908704E-1,-3.049192429E-1,1.409355402E0
1.209171769E1,-2.283066511E-1,-2.993993759E-1,1.475625992E0
1.210171655E1,-1.503734589E-1,-1.106824875E-1,1.166030884E0
1.211171535E1,-1.649351120E-1,2.551078796E-2,1.087380648E0
1.212171422E1,-1.701884568E-1,2.078142166E-1,1.248181105E0
1.213171309E1,3.543168306E-2,4.987277985E-1,1.330220461E0
1.214171195E1,1.561545134E-1,1.138055801E0,1.192703247E0
1.215171082E1,9.171748161E-2,1.975914955E0,5.711621046E-1
1.216170968E1,1.539471447E-1,2.346789360E0,4.563696384E-1
1.217170855E1,5.271100998E-1,1.867182732E0,-8.479368687E-2
1.218170742E1,1.237822533E0,7.099008560E-1,-8.987025023E-1
1.219170622E1,2.327239037E0,-4.688940048E-1,-7.999342680E-1
1.220170508E1,3.420623302E0,-7.265901566E-1,1.482661247E0
1.221170395E1,4.683675766E0,-4.707908630E-1,2.367054224E0
1.222170275E1,5.877500534E0,-2.735462189E-1,-3.583494425E-1
1.223170158E1,6.080988884E0,-5.248937607E-1,-4.122419834E0
1.224170038E1,5.205068588E0,-6.902074814E-1,-4.859182835E0
1.225169911E1,3.961986065E0,-3.095273972E-1,-2.818798780E0
1.226169785E1,3.300019264E0,-3.940544128E-1,-8.031952977E-1
1.227169658E1,4.018051624E0,-1.340360641E0,-4.966832399E-1
1.228169531E1,4.958703995E0,-1.705241203E0,-1.486278534E0
1.229169405E1,6.247202873E0,-1.307730675E0,-2.843127966E0
1.230169278E1,6.754538536E0,-1.040639877E-1,-6.673498631E0
1.231169154E1,3.836128235E0,9.344635010E-1,-1.076421738E1
1.232169028E1,-1.451077461E0,4.205727577E0,4.929479122E0
1.233168894E1,-3.148385048E0,8.243795395E0,1.773064804E1
1.234168768E1,-1.810296535E0,7.376794815E0,7.224284649E0
1.235168644E1,-1.788354754E0,6.880315781E0,-3.719540596E0
1.236168511E1,-1.078586936E0,4.735185623E0,-4.727787018E0
1.237168391E1,2.891569614E0,-1.337982178E0,-1.276405334E0
1.238168267E1,5.887387753E0,-3.991831303E0,-2.618600130E-1
1.239168144E1,8.036149025E0,-4.982758522E0,-1.189071178E0
1.240168021E1,9.176218033E0,-3.908613682E0,-2.517822266E0
1.241167897E1,9.419029236E0,-1.588479996E0,-3.496362686E0
1.242167774E1,8.368809700E0,9.154415131E-2,-3.246113300E0
1.243167650E1,6.418026924E0,1.035811424E0,-3.024848461E0
1.244167520E1,4.647558212E0,1.096892357E0,-3.065848351E0
